00039	00028	00009	00023	00014	00018	00023	00014	00028	00033	00035	00056	00042	00077	00017	00015	00015	00073	00132	00042	00048	00037	00129	00054	00086	00088	00055	00143	00135	00051	00092	00109	00044	00026	00074	00073	00070	00039	00072	00025	00033	00028	00029	00039	00062	00023	00012	00042	00042	00012	00005	00038	00019	00031	00000	
00037	00027	00001	00012	00019	00036	00031	00027	00003	00029	00038	00047	00046	00019	00025	00032	00054	00058	00119	00040	00046	00035	00115	00128	00111	00219	00105	00188	00013	00007	00026	00072	00077	00086	00103	00018	00059	00038	00032	00029	00049	00026	00015	00013	00038	00022	00046	00033	00007	00022	00053	00042	00029	00026	00000	
00009	00014	00010	00032	00019	00034	00011	00017	00033	00008	00023	00014	00009	00041	00063	00041	00034	00019	00084	00031	00043	00053	00119	00097	00034	00129	00042	00193	00078	00033	00038	00083	00070	00095	00110	00041	00048	00032	00061	00045	00013	00065	00021	00021	00035	00026	00028	00020	00026	00014	00033	00026	00041	00032	00000	
00064	00033	00004	00078	00031	00024	00019	00021	00047	00056	00016	00021	00007	00025	00044	00076	00035	00035	00092	00049	00017	00025	00086	00087	00051	00143	00013	00191	00053	00083	00019	00055	00023	00057	00024	00048	00059	00030	00075	00028	00025	00019	00005	00045	00031	00021	00007	00014	00007	00032	00021	00023	00025	00078	00000	
00031	00022	00006	00023	00011	00050	00051	00027	00103	00025	00005	00036	00020	00043	00049	00088	00062	00059	00136	00054	00080	00012	00081	00060	00134	00258	00114	00202	00134	00084	00054	00045	00124	00144	00061	00087	00053	00045	00066	00045	00049	00022	00022	00052	00064	00008	00013	00013	00036	00027	00060	00042	00036	00038	00000	
00033	00018	00066	00025	00063	00035	00017	00019	00066	00025	00036	00041	00047	00011	00072	00020	00054	00030	00106	00063	00047	00053	00157	00117	00124	00017	00160	00059	00166	00048	00100	00070	00150	00178	00060	00035	00036	00011	00094	00006	00034	00037	00041	00011	00036	00007	00023	00029	00074	00006	00031	00025	00015	00083	00000	
00021	00063	00030	00050	00018	00081	00021	00022	00007	00041	00038	00027	00013	00083	00037	00131	00062	00105	00089	00024	00059	00037	00131	00199	00022	00085	00018	00241	00020	00074	00046	00090	00098	00012	00073	00068	00047	00044	00061	00059	00038	00010	00005	00035	00058	00003	00029	00025	00030	00031	00022	00049	00026	00041	00000	
00044	00008	00032	00060	00029	00011	00045	00008	00019	00008	00016	00060	00059	00056	00039	00063	00056	00041	00035	00172	00112	00019	00183	00361	00084	00184	00135	00281	00035	00110	00070	00156	00125	00120	00105	00037	00062	00040	00083	00022	00026	00024	00045	00050	00046	00005	00056	00020	00034	00043	00008	00044	00037	00041	00000	
00039	00033	00037	00032	00046	00023	00036	00016	00033	00028	00047	00057	00069	00031	00032	00041	00039	00069	00057	00071	00052	00005	00029	00155	00045	00054	00079	00048	00098	00085	00076	00030	00063	00077	00085	00064	00071	00067	00077	00026	00048	00055	00041	00028	00020	00034	00007	00056	00049	00033	00020	00025	00033	00044	00000	
00056	00071	00040	00031	00020	00023	00031	00014	00064	00050	00062	00045	00078	00012	00054	00039	00052	00052	00207	00041	00028	00064	00028	00166	00083	00214	00061	00111	00065	00053	00065	00035	00052	00057	00052	00084	00104	00054	00075	00050	00090	00037	00043	00033	00042	00064	00018	00001	00048	00053	00052	00048	00048	00051	00000	
00037	00031	00061	00026	00031	00039	00056	00014	00033	00012	00048	00081	00054	00056	00069	00039	00057	00065	00233	00135	00009	00081	00006	00190	00050	00196	00057	00222	00125	00160	00140	00074	00066	00021	00051	00084	00039	00008	00076	00006	00025	00046	00012	00019	00038	00059	00054	00029	00014	00002	00055	00045	00070	00038	00000	
00062	00024	00054	00018	00004	00013	00019	00039	00054	00007	00008	00049	00052	00031	00083	00100	00066	00106	00076	00036	00080	00029	00062	00087	00077	00170	00073	00288	00151	00049	00059	00150	00059	00080	00142	00035	00022	00013	00098	00066	00047	00053	00045	00031	00066	00031	00030	00032	00021	00035	00021	00032	00009	00046	00000	
00006	00059	00007	00040	00026	00055	00050	00046	00029	00048	00022	00041	00059	00088	00070	00084	00056	00051	00079	00067	00035	00104	00115	00081	00174	00330	00116	00117	00125	00023	00096	00154	00195	00054	00056	00062	00090	00017	00054	00075	00037	00065	00035	00040	00047	00003	00035	00041	00018	00032	00012	00015	00078	00041	00000	
00109	00029	00046	00029	00017	00023	00056	00075	00005	00030	00020	00020	00011	00062	00102	00029	00017	00038	00108	00044	00051	00035	00022	00094	00129	00309	00232	00139	00226	00168	00158	00055	00115	00143	00085	00018	00119	00012	00118	00037	00065	00018	00065	00097	00030	00066	00041	00053	00042	00045	00022	00043	00025	00037	00000	
00028	00049	00030	00054	00018	00056	00024	00052	00077	00086	00044	00062	00054	00044	00054	00084	00046	00016	00133	00012	00054	00074	00179	00195	00040	00131	00060	00068	00115	00162	00066	00165	00157	00140	00134	00036	00032	00049	00097	00066	00026	00082	00036	00043	00024	00045	00013	00047	00068	00057	00042	00077	00029	00059	00000	
00026	00060	00027	00050	00077	00035	00005	00049	00031	00030	00059	00015	00055	00069	00066	00078	00017	00155	00142	00068	00021	00054	00114	00122	00127	00385	00091	00326	00070	00072	00142	00127	00091	00154	00143	00044	00087	00039	00114	00056	00117	00044	00065	00075	00048	00043	00032	00103	00049	00023	00023	00032	00032	00016	00000	
00009	00019	00016	00072	00004	00018	00062	00084	00020	00021	00041	00043	00010	00048	00069	00068	00075	00011	00142	00126	00107	00003	00130	00043	00121	00357	00184	00346	00096	00141	00116	00142	00201	00194	00118	00117	00110	00022	00024	00051	00083	00079	00093	00039	00086	00084	00061	00026	00032	00069	00023	00062	00032	00055	00000	
00049	00059	00020	00044	00073	00059	00063	00034	00075	00117	00074	00072	00056	00012	00034	00058	00021	00030	00195	00022	00045	00046	00201	00235	00065	00300	00389	00527	00128	00232	00143	00067	00043	00168	00064	00110	00021	00043	00087	00016	00064	00053	00037	00011	00029	00031	00028	00036	00045	00036	00065	00026	00020	00034	00000	
00031	00030	00037	00062	00044	00020	00045	00028	00097	00026	00089	00044	00080	00106	00021	00110	00124	00144	00169	00209	00107	00085	00263	00327	00064	00269	00249	00459	00139	00186	00133	00237	00271	00218	00073	00047	00087	00041	00067	00066	00089	00076	00060	00045	00051	00057	00044	00012	00003	00023	00035	00020	00008	00067	00000	
00092	00054	00049	00027	00042	00077	00050	00047	00060	00036	00096	00044	00077	00026	00040	00076	00046	00092	00105	00274	00111	00071	00224	00322	00211	00198	00156	00254	00126	00170	00270	00192	00179	00092	00212	00227	00150	00047	00094	00047	00059	00067	00018	00039	00064	00011	00038	00037	00054	00012	00041	00022	00047	00012	00000	
00016	00097	00060	00045	00028	00047	00030	00018	00051	00030	00084	00071	00058	00101	00069	00045	00033	00054	00039	00131	00092	00031	00286	00286	00040	00351	00178	00257	00187	00332	00032	00118	00214	00109	00163	00053	00049	00036	00125	00085	00053	00062	00087	00055	00005	00050	00075	00030	00070	00056	00022	00029	00040	00023	00000	
00094	00078	00047	00107	00017	00017	00083	00031	00052	00043	00060	00111	00034	00034	00043	00092	00058	00088	00155	00169	00106	00065	00206	00158	00157	00523	00183	00729	00061	00290	00128	00218	00227	00141	00125	00051	00054	00070	00158	00051	00067	00046	00036	00073	00071	00042	00004	00027	00012	00027	00021	00032	00033	00038	00000	
00109	00078	00023	00043	00045	00069	00040	00041	00116	00094	00039	00147	00024	00065	00145	00048	00130	00190	00206	00186	00151	00104	00086	00267	00207	00352	00184	00586	00202	00787	00180	00240	00298	00175	00203	00108	00138	00044	00173	00049	00059	00118	00038	00107	00062	00121	00041	00026	00033	00061	00037	00038	00071	00046	00000	
00050	00043	00053	00076	00031	00096	00085	00025	00021	00047	00081	00069	00035	00025	00038	00030	00105	00063	00104	00088	00073	00043	00326	00151	00049	00262	00415	00412	00025	00149	00276	00295	00167	00139	00098	00051	00058	00072	00171	00095	00066	00098	00030	00131	00013	00041	00079	00076	00073	00041	00023	00020	00035	00013	00000	
00018	00086	00060	00060	00045	00070	00058	00067	00065	00073	00075	00043	00144	00051	00044	00168	00075	00080	00166	00167	00228	00086	00157	00297	00186	00372	00351	00574	00041	00395	00276	00209	00081	00106	00147	00092	00180	00108	00130	00024	00003	00062	00093	00037	00002	00023	00078	00065	00056	00078	00035	00056	00027	00048	00000	
00048	00018	00043	00007	00069	00060	00031	00102	00096	00033	00089	00044	00125	00050	00118	00035	00080	00077	00415	00071	00237	00142	00218	00362	00163	00423	00530	00350	00169	00756	00281	00241	00269	00187	00254	00195	00123	00056	00145	00076	00056	00082	00028	00078	00067	00018	00062	00059	00029	00074	00026	00023	00032	00024	00000	
00070	00070	00044	00075	00051	00073	00076	00060	00121	00027	00012	00015	00042	00091	00093	00070	00031	00227	00307	00416	00437	00138	00484	00412	00262	00484	00391	00317	00137	00156	00291	00262	00578	01062	00095	00416	00019	00047	00113	00100	00044	00084	00042	00059	00127	00041	00051	00066	00073	00063	00019	00026	00013	00021	00000	
00028	00069	00037	00045	00079	00082	00121	00013	00174	00139	00044	00092	00056	00162	00042	00102	00186	00067	00106	00511	00270	00065	01001	00928	00334	01370	00268	00480	00523	00541	00100	00214	00618	00419	00158	00262	00081	00044	00206	00098	00082	00064	00087	00020	00053	00025	00033	00062	00063	00066	00061	00078	00036	00043	00000	
00124	00078	00097	00074	00009	00024	00033	00062	00135	00076	00090	00043	00089	00154	00065	00190	00025	00184	00488	00315	00130	00155	00910	01351	00202	00210	00446	00572	00249	01073	00312	00300	00440	00472	00148	00188	00083	00097	00126	00020	00078	00127	00029	00133	00015	00051	00047	00037	00020	00020	00076	00075	00034	00025	00000	
00090	00036	00045	00038	00052	00024	00122	00073	00110	00055	00091	00081	00128	00127	00259	00102	00082	00289	00513	00359	00053	00306	00322	00675	00239	00167	00342	00233	00149	00357	00400	00329	00624	00317	00154	00174	00060	00018	00278	00033	00098	00063	00061	00056	00041	00067	00030	00081	00066	00034	00067	00055	00041	00030	00000	
00099	00043	00038	00091	00067	00101	00017	00034	00074	00066	00073	00116	00067	00119	00431	00356	00215	00182	00624	00567	00183	00217	00350	00540	00896	01097	00066	00422	00261	00253	00421	00480	00730	00529	00111	00367	00196	00119	00287	00062	00135	00144	00041	00136	00090	00038	00074	00053	00089	00035	00052	00031	00026	00075	00000	
00065	00085	00096	00052	00033	00092	00013	00081	00045	00070	00048	00104	00252	00263	00300	00400	00314	00149	00273	00323	00164	00188	00199	00468	00431	01269	01455	00689	01067	00763	00555	00466	00711	00327	00270	00226	00340	00128	00349	00123	00187	00136	00086	00138	00024	00010	00087	00061	00135	00073	00087	00021	00066	00181	00000	
00037	00020	00040	00048	00038	00018	00052	00025	00183	00059	00083	00133	00186	00185	00255	00146	00167	00137	01100	00321	00240	00219	00180	00562	00460	00294	00553	00297	00307	00752	00927	00275	00575	00646	00394	00250	00263	00162	00402	00159	00182	00138	00035	00104	00035	00116	00059	00145	00062	00022	00016	00104	00052	00018	00000	
00067	00079	00070	00045	00025	00092	00058	00041	00035	00110	00163	00142	00256	00113	00299	00344	00357	00343	00461	00326	00242	00139	00306	00514	00523	00071	00937	01375	00587	01073	01884	00230	00810	00746	00421	00295	00317	00281	00353	00192	00262	00093	00110	00159	00088	00049	00116	00095	00059	00024	00070	00066	00069	00047	00000	
00057	00049	00090	00042	00089	00039	00041	00021	00151	00092	00056	00220	00104	00227	00228	00387	00297	00277	00645	00186	00560	00541	00183	00937	00742	00141	00747	00999	00097	01007	00737	00669	01186	00876	00814	00583	00440	00366	00543	00285	00273	00281	00135	00234	00110	00055	00038	00081	00041	00058	00067	00055	00084	00044	00000	
00012	00001	00086	00028	00019	00033	00054	00073	00054	00193	00106	00307	00220	00144	00427	00616	00511	00406	00705	02606	02943	00576	01214	00721	00784	00553	01190	01729	00688	01622	01115	00865	01011	01911	01106	00696	00867	00719	00903	00560	00555	00430	00313	00387	00179	00097	00228	00240	00055	00080	00084	00116	00070	00074	00000	
00055	00046	00018	00065	00072	00103	00026	00160	00163	00179	00126	00322	00403	00167	00277	01199	00527	02129	02703	01077	00920	00442	02267	01754	01833	00788	01318	01697	00817	02280	02500	01089	04546	06976	03261	02617	05009	04866	03140	03627	04814	03539	02167	02044	03436	03444	03110	02043	01795	01326	01651	01790	01811	01441	00000	
00109	00011	00160	00049	00061	00060	00156	00048	00086	00180	00220	00256	00326	00472	00421	03407	04656	01391	02890	01594	01117	03235	06414	07554	05711	08930	06014	05277	06575	05187	05012	03591	04513	04181	02838	01980	02341	02016	01170	00804	00862	00438	00500	00135	00480	00210	00202	00034	00230	00078	00060	00095	00185	00041	00000	
00058	00076	00123	00076	00092	00048	00069	00086	00181	00270	00215	00551	00928	01771	02750	02464	01284	00859	02589	05063	02415	01132	03987	04741	02246	00819	01554	03293	01562	01933	02032	01752	01208	01682	01000	00658	01013	00983	00421	00448	00355	00187	00247	00238	00453	00090	00210	00106	00145	00070	00051	00101	00082	00061	00000	
00035	00078	00052	00032	00052	00078	00048	00079	00110	00323	00201	01030	02247	05299	01449	01495	00289	00298	09829	07553	00669	00669	02822	03150	02202	00680	03634	01397	02937	02410	01183	01508	01516	01036	00664	00423	00579	01043	00154	00483	00141	00051	00300	00431	00187	00110	00053	00090	00121	00057	00041	00138	00035	00094	00000	
00065	00017	00066	00048	00082	00123	00037	00125	00218	00567	00634	01611	07457	00959	01190	00542	00757	06376	05146	01557	00974	00142	01186	04725	04410	04644	04929	09467	03398	02582	04090	02913	01283	01066	01029	01304	01622	02340	01118	00638	00118	00259	00351	00426	00528	00111	00185	00111	00322	00044	00020	00060	00088	00127	00000	
00035	00057	00032	00032	00019	00106	00186	00283	00117	00348	01226	01656	00541	00534	00547	00856	03510	01615	01988	00171	01287	00382	00241	01857	01274	04388	09876	05690	02926	01228	00603	01179	00790	00534	00706	01198	00800	02163	03322	02423	01522	00648	01610	01430	01104	00342	00048	00381	00459	00071	00102	00289	00176	00118	00000	
00064	00138	00045	00054	00092	00082	00287	00319	00731	00824	02522	00246	00820	00578	00450	00442	00262	01052	00571	01809	00678	00321	00263	00466	00632	01253	02020	05337	10441	03695	01404	00187	00488	00226	00467	00333	00130	00622	00957	00249	00401	00537	00468	01480	02598	03253	02520	02224	01770	00295	00233	00377	00136	00462	00000	
00135	00160	00107	00020	00130	00131	00075	00319	01356	03088	01051	00534	00336	00709	00523	00459	01195	00652	00562	00725	00760	00491	00106	00445	01471	01569	01177	01280	00383	05052	07919	02042	00305	00318	00249	00584	00315	00250	00475	00317	00558	00279	00213	00556	00630	00410	00277	00471	00823	00758	00773	00826	02229	01381	00000	
00184	00204	00141	00059	00121	00217	00496	01321	03037	01451	00602	00496	01760	01484	00906	01959	01175	02075	00450	01315	00831	01056	01270	00650	01065	00596	00764	01892	00420	01221	02300	03406	01241	01149	00716	00186	00115	00200	00815	00275	00197	00337	00301	00245	00324	00284	00215	00151	00197	00322	00065	00394	00280	00607	00000	
00499	00723	00493	00614	00367	00767	00708	02551	01030	00586	01440	01197	01207	00587	00346	01308	01147	00834	03220	00809	03052	02305	00313	00448	00676	00422	00453	01195	00736	00749	01137	02078	01802	00344	00718	00415	00130	00285	00261	00363	00109	00135	00313	00264	00439	00192	00156	00151	00254	00153	00315	00187	00084	00314	00000	
00537	00199	00472	00256	00317	00358	00123	01174	00601	00464	00088	01118	01525	01204	02324	00355	00785	00081	00601	00514	01279	00983	00732	00472	00906	00412	00330	00322	00601	00104	00907	00509	00913	00351	00693	00690	00116	00691	00423	00302	00542	00816	00404	00708	00267	00319	00226	00302	00690	00362	00572	00549	00758	00281	00000	
40024	40678	40019	40413	40033	40249	40244	40290	40096	40346	40359	40144	40076	40388	39949	40286	40478	40357	39988	40534	40740	39589	40415	40308	40537	39621	39971	40134	40670	40712	39717	40507	39960	40486	40007	40327	40250	39788	39949	40613	39849	40292	40246	40342	39948	40247	40129	40514	39958	40199	40356	40101	40271	40203	00000	
