-84.26	-166.14	-101.72	-85.24	-15.31	-52.34	-70.35	45.62	-81.96	11.27	-34.58	-8.44	-44.46	-54.21	29.57	23.56	-117.98	-32.47	-131.10	-98.87	-64.24	-114.37	-72.51	-108.26	-80.74	-98.79	7.89	-102.83	-176.20	149.08	146.48	3.73	103.57	103.13	46.60	99.79	93.36	168.56	-43.47	-153.27	-6.80	-81.71	-136.44	95.61	-44.77	-46.19	-56.78	-13.01	-91.46	-28.93	-37.06	13.67	-79.89	23.75	0.00	
174.36	-60.71	-93.62	-123.83	-29.88	-28.63	-12.91	-67.17	79.26	59.96	-59.65	-11.85	-64.59	-141.83	95.62	33.12	107.86	-114.30	-154.51	-174.81	76.57	-176.32	-87.68	-49.44	-107.65	-119.13	108.62	104.40	-63.78	-38.10	27.15	82.85	98.82	-23.64	147.86	-9.87	112.16	-86.48	112.95	15.90	-169.51	-96.12	-155.87	-27.34	-39.89	90.00	-58.26	0.00	-29.25	-134.43	-62.13	26.57	-38.72	-30.67	0.00	
-75.96	87.88	-97.22	5.53	-19.65	94.90	7.77	-78.83	169.01	157.55	71.57	40.89	145.43	-23.75	2.45	-58.33	176.57	-82.36	-137.96	-121.94	8.36	-159.22	-88.65	-162.41	-149.19	-106.42	41.52	-88.95	140.58	-96.90	100.35	54.93	46.98	55.59	74.22	11.56	74.31	-142.23	120.45	-78.92	48.81	20.96	116.37	-60.56	16.47	27.89	-7.43	89.18	-14.21	-165.04	-46.28	-54.46	-101.92	-10.38	0.00	
-14.04	178.25	107.32	180.00	-47.49	-176.19	-111.80	37.74	-179.79	121.66	-44.19	27.47	-89.77	152.74	-5.19	99.66	-167.17	166.48	-0.78	-97.76	-146.87	-169.13	-108.45	-114.48	-71.97	-175.60	-147.33	1.12	-129.31	65.64	177.83	2.66	124.96	69.55	115.57	132.27	84.23	77.94	-42.25	-72.78	-147.38	-140.19	67.06	11.31	-43.67	-11.05	158.07	-42.60	-124.48	10.53	-76.20	-26.35	51.91	42.06	0.00	
74.48	-149.04	-32.19	-65.22	113.11	-97.25	-121.36	-48.50	105.50	-170.45	-15.26	38.17	33.83	54.48	-8.04	-87.47	35.81	-79.69	2.65	156.56	-64.04	-49.88	-93.83	-65.76	36.89	-85.21	-51.42	33.75	-162.92	-136.70	17.73	18.48	75.68	84.22	-1.58	58.56	110.22	-165.51	134.84	131.63	-139.93	132.84	29.10	-102.14	37.41	-123.98	22.10	104.57	-112.35	-175.27	-164.74	69.97	-174.09	-109.15	0.00	
-64.76	-71.31	-7.46	-15.46	-61.56	173.24	86.05	-100.49	2.15	71.03	-46.03	-14.03	129.20	-91.54	15.81	-41.13	-98.96	-102.53	149.04	-78.00	-28.03	-71.57	-107.55	-134.11	-105.99	-38.03	-42.30	-90.07	38.66	150.78	-132.85	13.36	57.01	117.39	73.88	98.13	46.96	-97.32	7.81	-46.94	-13.71	9.69	-142.20	-84.70	125.09	-116.43	-37.50	-38.72	-115.06	-59.72	-47.49	123.18	-102.91	9.25	0.00	
-68.85	-54.23	4.04	-90.00	-62.26	125.04	-84.77	174.93	-81.10	25.99	-113.59	82.02	-142.18	66.65	-3.14	136.53	-127.78	-145.22	-67.19	-125.09	21.50	-104.66	-55.25	-86.42	-60.34	29.52	171.05	168.04	136.39	-61.85	155.04	44.90	34.73	-62.85	15.20	50.12	132.37	-107.47	72.18	39.63	-122.57	-147.09	-96.69	-29.74	-30.38	-45.96	-20.11	62.43	153.27	-31.63	-69.04	-123.32	-168.08	-89.11	0.00	
-27.65	114.22	69.34	45.00	-136.39	-4.09	-79.52	-74.03	-151.49	16.32	157.23	35.19	105.79	-69.08	137.88	-96.55	-66.16	17.65	-47.31	139.76	-143.60	-100.90	-28.67	-168.70	-55.70	-42.59	-178.08	69.99	-152.27	-108.23	85.28	-2.54	26.53	121.00	58.08	101.50	76.03	131.63	-61.96	15.51	4.76	150.63	65.31	-76.09	-67.34	-95.44	-18.87	79.39	38.67	-12.59	-155.62	-14.00	-4.40	-42.36	0.00	
110.37	-43.56	-34.95	-24.99	-64.80	-85.60	105.26	-74.98	-164.74	45.00	157.31	-139.48	73.77	-15.05	-54.87	146.38	-159.30	-39.21	124.99	-62.82	-34.88	-132.66	-97.17	-148.92	-80.19	-103.23	-29.63	-137.85	147.54	-119.46	49.89	-17.06	93.43	16.36	-55.32	16.54	142.23	25.99	-169.86	164.05	177.45	136.74	-96.33	136.28	26.45	-67.12	-54.46	-32.11	-39.43	111.12	-106.50	-1.91	-79.75	-74.62	0.00	
-20.38	-62.87	-163.13	28.11	42.27	6.55	-26.88	-91.30	-79.00	171.42	113.34	-74.78	65.36	-179.92	-47.26	-139.21	-45.88	-83.86	-125.49	-166.12	-74.10	-125.96	-115.78	-103.65	51.15	-152.05	123.15	159.87	-128.09	71.26	-119.05	49.57	77.34	8.77	53.13	94.44	111.49	-49.69	43.00	-49.81	28.83	91.79	-0.15	-76.40	-124.54	129.81	-28.66	-161.40	-41.88	-24.75	-73.01	105.56	-69.52	-111.97	0.00	
